id	q	if_unit_in_q	other_unit_matches_better	noun_in_q	other_noun_matches_better	num_max_matches	num_quantities	relevance
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10062	12.0	False	True	False	False	4	5	False
10062	3.0	True	False	False	False	4	5	True
10062	2.0	True	False	False	False	4	5	True
10062	9.0	True	False	False	False	4	5	True
10062	600.0	True	False	False	False	4	5	True
10103	35.0	True	True	False	False	1	4	True
10103	4.5	True	True	False	False	1	4	True
10103	62.0	True	True	False	False	1	4	True
10103	1.0	True	False	False	False	1	4	False
10132	25.0	True	False	False	False	4	4	True
10132	25.0	True	False	False	False	4	4	False
10132	29.0	True	False	False	False	4	4	True
10132	6.0	True	False	False	False	4	4	True
10145	100.0	True	False	False	True	1	3	True
10145	1.0	True	False	False	True	1	3	False
10145	2.4	True	False	True	False	1	3	True
