id	q1	q2	verb1	verb2	if_rate1	if_rate2	if_rate_in_q1	if_rate_in_q2	adverbs1	adverbs2	same_verb	same_unit	which_unit_comp	is_greater	q_comp_tokens	q_rate	operation
10014	25.0	4.0	page	place	None	True	None	None	False	True	False	False	2	True	False	True	+
10014	10.0	25.0	include	page	None	None	None	None	False	False	False	True	None	False	False	True	+
10014	10.0	25.0	include	page	None	None	None	None	False	False	False	True	None	False	False	True	+
10014	25.0	10.0	page	include	None	None	None	None	False	False	False	False	None	True	False	True	+
10014	25.0	25.0	page	page	None	None	None	None	False	False	True	False	None	False	False	True	+
10014	10.0	25.0	include	page	None	None	None	None	False	False	False	True	None	False	False	True	+
10014	25.0	4.0	page	place	None	True	None	None	False	True	False	False	2	True	False	True	+
10014	10.0	4.0	include	place	None	True	None	None	False	True	False	False	None	True	False	True	+
10014	25.0	25.0	page	page	None	None	None	None	False	False	True	False	None	False	False	True	+
10014	10.0	4.0	include	place	None	True	None	None	False	True	False	False	None	True	False	True	+
10014	10.0	4.0	include	place	None	True	None	None	False	True	False	False	None	True	False	True	+
10014	25.0	10.0	page	include	None	None	None	None	False	False	False	False	None	True	False	True	+
10014	25.0	4.0	page	place	None	True	None	None	False	True	False	False	2	True	False	True	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	/rev
10046	0.25	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.25	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.25	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.25	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.25	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.25	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.25	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.25	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	-
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	-
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	-
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	/
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	x
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	/rev
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	/
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	-rev
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	/
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	4.0	0.5	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	/
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	/
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.5	0.25	None	None	None	None	None	None	False	False	False	False	None	True	False	False	/
10046	0.1	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.5	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.25	None	None	None	None	None	None	False	False	False	False	None	False	False	False	/
10046	0.5	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10046	0.5	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.5	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	0.25	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	/rev
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	0.5	None	None	None	None	None	None	False	False	False	True	None	False	False	False	+
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	/rev
10046	0.1	30.0	None	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10046	4.0	0.1	be	None	None	None	None	None	False	False	False	False	None	True	False	False	x
10046	4.0	30.0	be	remaining	None	None	None	None	False	False	False	False	None	False	False	False	x
10062	3.0	9.0	None	None	None	None	None	None	False	False	False	False	None	False	False	True	/rev
10062	3.0	9.0	None	None	None	None	None	None	False	False	False	False	None	False	False	True	x
10062	12.0	9.0	None	None	None	None	None	None	False	False	False	False	None	True	False	True	/rev
10062	12.0	9.0	None	None	None	None	None	None	False	False	False	False	None	True	False	True	+
10062	3.0	9.0	None	None	None	None	None	None	False	False	False	False	None	False	False	True	/rev
10062	3.0	9.0	None	None	None	None	None	None	False	False	False	False	None	False	False	True	x
10062	12.0	9.0	None	None	None	None	None	None	False	False	False	False	None	True	False	True	/rev
10062	3.0	9.0	None	None	None	None	None	None	False	False	False	False	None	False	False	True	/rev
10062	2.0	600.0	None	None	None	None	as	how	False	False	False	False	None	False	False	True	x
10062	3.0	9.0	None	None	None	None	None	None	False	False	False	False	None	False	False	True	x
10062	2.0	600.0	None	None	None	None	as	how	False	False	False	False	None	False	False	True	x
10062	12.0	9.0	None	None	None	None	None	None	False	False	False	False	None	True	False	True	/rev
10062	2.0	600.0	None	None	None	None	as	how	False	False	False	False	None	False	False	True	/rev
10103	35.0	62.0	charge	charge	True	None	plus	None	True	False	True	False	None	False	False	False	-rev
10132	29.0	6.0	drive	work	None	None	None	exactly	False	False	False	False	None	True	False	False	+
10132	25.0	29.0	employ	drive	None	None	None	None	False	False	False	False	None	False	False	False	-
10132	25.0	6.0	employ	work	None	None	None	exactly	False	False	False	False	None	True	False	False	-
10132	29.0	6.0	drive	work	None	None	None	exactly	False	False	False	False	None	True	False	False	+
10132	25.0	29.0	employ	drive	None	None	None	None	False	False	False	False	None	False	False	False	-
10132	25.0	6.0	employ	work	None	None	None	exactly	False	False	False	True	None	True	False	False	-
10145	100.0	2.4	represent	represent	None	None	None	None	False	False	True	False	None	True	False	False	x
10156	15.0	0.6666666666666666	take	do	None	None	None	None	False	False	False	False	None	True	False	False	/
10156	10.0	18.0	take	take	None	None	None	None	False	False	True	False	None	False	False	False	x
10156	15.0	0.6666666666666666	take	do	None	None	None	None	False	False	False	False	None	True	False	False	/
10156	15.0	0.6666666666666666	take	do	None	None	None	None	False	False	False	False	None	True	False	False	/
10156	10.0	15.0	take	take	None	None	None	None	False	False	True	True	None	False	False	False	/rev
10156	10.0	0.6666666666666666	take	do	None	None	None	None	False	False	False	False	None	True	False	False	x
10156	18.0	15.0	take	take	None	None	None	None	False	False	True	False	None	True	False	False	-rev
10156	18.0	15.0	take	take	None	None	None	None	False	False	True	False	None	True	False	False	-
10156	10.0	18.0	take	take	None	None	None	None	False	False	True	False	None	False	False	False	x
10156	10.0	15.0	take	take	None	None	None	None	False	False	True	True	None	False	False	False	/rev
10156	18.0	0.6666666666666666	take	do	None	None	None	None	False	False	False	False	None	True	False	False	x
10156	10.0	15.0	take	take	None	None	None	None	False	False	True	True	None	False	False	False	/rev
10156	18.0	0.6666666666666666	take	do	None	None	None	None	False	False	False	False	None	True	False	False	x
10156	18.0	0.6666666666666666	take	do	None	None	None	None	False	False	False	False	None	True	False	False	x
10156	10.0	18.0	take	take	None	None	None	None	False	False	True	False	None	False	False	False	x
10182	8.0	3.0	take	be	None	None	home	home	False	False	False	False	None	True	False	False	-
10182	2.0	8.0	be	take	None	None	None	home	False	False	False	False	None	False	False	False	-rev
10182	2.0	3.0	be	be	None	None	None	home	False	False	True	False	None	False	False	False	+
10183	0.16666666666666666	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	+
10183	0.16666666666666666	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	+
10183	0.16666666666666666	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	-
10183	0.16666666666666666	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	x
10183	0.16666666666666666	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/rev
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	0.16666666666666666	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/rev
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.16666666666666666	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/rev
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	4.0	0.25	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.3333333333333333	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/rev
10183	4.0	6.0	None	get	None	None	None	how	False	False	False	False	None	False	False	False	/
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	4.0	0.3333333333333333	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-rev
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	4.0	6.0	None	get	None	None	None	how	False	False	False	False	None	False	False	False	/
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	x
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	4.0	0.3333333333333333	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	4.0	0.3333333333333333	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	-
10183	4.0	0.25	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	4.0	6.0	None	get	None	None	None	how	False	False	False	False	None	False	False	False	x
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	4.0	6.0	None	get	None	None	None	how	False	False	False	False	None	False	False	False	x
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	4.0	0.3333333333333333	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10183	4.0	0.25	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	x
10183	4.0	6.0	None	get	None	None	None	how	False	False	False	False	None	False	False	False	-
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	x
10183	4.0	6.0	None	get	None	None	None	how	False	False	False	False	None	False	False	False	-rev
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	x
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	4.0	0.25	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	4.0	0.25	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	x
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	x
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	+
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	4.0	0.3333333333333333	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	4.0	0.3333333333333333	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	+
10183	4.0	0.3333333333333333	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	+
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	0.3333333333333333	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/rev
10183	4.0	0.25	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	0.3333333333333333	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/rev
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/rev
10183	0.3333333333333333	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/rev
10183	0.25	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	x
10183	4.0	6.0	None	get	None	None	None	how	False	False	False	False	None	False	False	False	/
10183	0.25	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	-
10183	0.25	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	-
10183	0.25	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	+
10183	0.25	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	0.25	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/
10183	4.0	0.16666666666666666	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	0.25	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/rev
10183	0.3333333333333333	0.16666666666666666	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/
10183	4.0	0.25	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	/
10183	0.25	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	/
10183	0.3333333333333333	0.25	grab	grab	None	None	None	None	False	False	True	True	None	True	False	False	/rev
10183	4.0	0.25	None	grab	None	None	None	None	False	False	False	False	None	True	False	False	x
10183	0.3333333333333333	6.0	grab	get	None	None	None	how	False	False	False	False	None	False	False	False	x
10183	4.0	6.0	None	get	None	None	None	how	False	False	False	False	None	False	False	False	/
10200	3.0	8.0	appear	appear	None	None	when	when	False	False	True	True	None	False	False	False	/
